Date : 2022-10-07 15:48:30
Directory : /Users/junioradessu/Documents/ambient-ts-app/src
Total : 885 files,  95655 codes, 5343 comments, 9276 blanks, all 110274 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Ranges/RangeCardHeader.tsx                                                     | TypeScript React |        118 |         27 |         15 |        160 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Ranges/Ranges.module.css                                                       | CSS              |         33 |          1 |          8 |         42 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Ranges/Ranges.tsx                                                              | TypeScript React |        127 |         30 |         12 |        169 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Ranges/useSortedPositions.ts                                                   | TypeScript       |         51 |         15 |          8 |         74 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/TradeTabs.module.css                                                           | CSS              |         95 |          3 |         14 |        112 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/TradeTabs.tsx                                                                  | TypeScript React |        160 |         30 |         20 |        210 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/TradeTabs2.module.css                                                          | CSS              |          3 |          0 |          0 |          3 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/TradeTabs2.tsx                                                                 | TypeScript React |        330 |         45 |         39 |        414 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionAccordions/TransactionAccordionContent.module.css      | CSS              |         52 |          0 |          6 |         58 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionAccordions/TransactionAccordionContent.tsx             | TypeScript React |        115 |          2 |         12 |        129 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionAccordions/TransactionAccordions.module.css            | CSS              |         58 |          2 |         24 |         84 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionAccordions/TransactionAccordions.tsx                   | TypeScript React |        133 |         15 |         18 |        166 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionCard.module.css                                        | CSS              |         64 |         10 |          7 |         81 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionCard.tsx                                               | TypeScript React |        432 |         39 |         52 |        523 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionCardHeader.module.css                                  | CSS              |         91 |         20 |         24 |        135 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionCardHeader.tsx                                         | TypeScript React |         38 |          4 |          7 |         49 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/Transactions.module.css                                           | CSS              |         37 |          2 |          6 |         45 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/Transactions.tsx                                                  | TypeScript React |        244 |         55 |         37 |        336 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionsSkeletons/TransactionsSkeletons.module.css            | CSS              |          4 |          2 |          1 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/components/Trade/TradeTabs/Transactions/TransactionsSkeletons/TransactionsSkeletons.tsx                   | TypeScript React |         17 |          0 |          2 |         19 |
| /Users/junioradessu/Documents/ambient-ts-app/src/constants/index.ts                                                                                        | TypeScript       |         37 |          7 |         18 |         62 |
| /Users/junioradessu/Documents/ambient-ts-app/src/constants/intervals.ts                                                                                    | TypeScript       |          9 |          4 |          4 |         17 |
| /Users/junioradessu/Documents/ambient-ts-app/src/constants/networks.ts                                                                                     | TypeScript       |         65 |          0 |          8 |         73 |
| /Users/junioradessu/Documents/ambient-ts-app/src/css/animations.module.css                                                                                 | CSS              |          0 |          0 |          1 |          1 |
| /Users/junioradessu/Documents/ambient-ts-app/src/css/reset.css                                                                                             | CSS              |         59 |          9 |         11 |         79 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/application/index.ts                                                                                 | TypeScript       |         75 |          3 |         10 |         88 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/combined/pools.ts                                                                                    | TypeScript       |        234 |          7 |         21 |        262 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/pools/chartData.ts                                                                                   | TypeScript       |        123 |          2 |         12 |        137 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/pools/poolData.ts                                                                                    | TypeScript       |        234 |          7 |         22 |        263 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/pools/tickData.ts                                                                                    | TypeScript       |        301 |         25 |         44 |        370 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/pools/topPools.ts                                                                                    | TypeScript       |         39 |          3 |          6 |         48 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/pools/transactions.ts                                                                                | TypeScript       |        222 |          0 |          9 |        231 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/protocol/chart.ts                                                                                    | TypeScript       |        180 |          6 |         19 |        205 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/protocol/overview.ts                                                                                 | TypeScript       |        122 |          6 |         24 |        152 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/protocol/transactions.ts                                                                             | TypeScript       |        184 |          0 |          9 |        193 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/search/index.ts                                                                                      | TypeScript       |        258 |          2 |         21 |        281 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/chartData.ts                                                                                  | TypeScript       |        118 |          2 |         12 |        132 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/poolsForToken.ts                                                                              | TypeScript       |         69 |          3 |          7 |         79 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/priceData.ts                                                                                  | TypeScript       |        128 |          5 |         14 |        147 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/tokenData.ts                                                                                  | TypeScript       |        207 |          6 |         22 |        235 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/topTokens.ts                                                                                  | TypeScript       |         43 |          3 |          7 |         53 |
| /Users/junioradessu/Documents/ambient-ts-app/src/data/tokens/transactions.ts                                                                               | TypeScript       |        419 |          0 |         11 |        430 |
| /Users/junioradessu/Documents/ambient-ts-app/src/declarations.d.ts                                                                                         | TypeScript       |        148 |         21 |         25 |        194 |
| /Users/junioradessu/Documents/ambient-ts-app/src/framer-motion.d.ts                                                                                        | TypeScript       |          6 |          0 |          2 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/hooks/ChartDataTimeframe.ts                                                                               | TypeScript       |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/hooks/chart.ts                                                                                            | TypeScript       |         70 |         39 |         12 |        121 |
| /Users/junioradessu/Documents/ambient-ts-app/src/hooks/useBlocksFromTimestamps.ts                                                                          | TypeScript       |         91 |         13 |         10 |        114 |
| /Users/junioradessu/Documents/ambient-ts-app/src/hooks/useEthPrices.ts                                                                                     | TypeScript       |        118 |          4 |         12 |        134 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/config.ts                                                                                            | TypeScript       |         42 |          5 |          4 |         51 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/en/common.json                                                                                       | JSON             |         34 |          0 |          1 |         35 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/en/glossary.json                                                                                     | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/en/validation.json                                                                                   | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/kr/common.json                                                                                       | JSON             |         30 |          0 |          1 |         31 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/kr/glossary.json                                                                                     | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/kr/validation.json                                                                                   | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/zh/common.json                                                                                       | JSON             |         30 |          0 |          1 |         31 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/zh/glossary.json                                                                                     | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/i18n/zh/validation.json                                                                                   | JSON             |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/index.css                                                                                                 | CSS              |         49 |          5 |         14 |         68 |
| /Users/junioradessu/Documents/ambient-ts-app/src/index.tsx                                                                                                 | TypeScript React |         38 |          6 |          7 |         51 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Analytics/ANALYTICS.md                                                                              | Markdown         |          8 |          0 |          4 |         12 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Analytics/Analytics.module.css                                                                      | CSS              |          4 |          7 |          2 |         13 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Analytics/Analytics.test.tsx                                                                        | TypeScript React |          7 |          0 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Analytics/Analytics.tsx                                                                             | TypeScript React |         32 |          0 |          3 |         35 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Chart/CHART.md                                                                                      | Markdown         |          0 |          0 |          1 |          1 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Chart/Chart.css                                                                                     | CSS              |        151 |          0 |         28 |        179 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Chart/Chart.tsx                                                                                     | TypeScript React |      1,692 |         46 |        280 |      2,018 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Home/HOME.md                                                                                        | Markdown         |          8 |          0 |          4 |         12 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Home/Home.module.css                                                                                | CSS              |         47 |         17 |         10 |         74 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Home/Home.test.tsx                                                                                  | TypeScript React |          7 |          0 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Home/Home.tsx                                                                                       | TypeScript React |         39 |          3 |          5 |         47 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/InitPool/InitPool.module.css                                                                        | CSS              |         60 |          1 |         10 |         71 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/InitPool/InitPool.tsx                                                                               | TypeScript React |        120 |          1 |          8 |        129 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/InitPool/useUrlParams.ts                                                                            | TypeScript       |         24 |          9 |          4 |         37 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/NotFound/NotFound.module.css                                                                        | CSS              |          6 |          0 |          1 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/NotFound/NotFound.tsx                                                                               | TypeScript React |         11 |          0 |          1 |         12 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/PAGES.md                                                                                            | Markdown         |         11 |          0 |          7 |         18 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Portfolio/PORTFOLIO.md                                                                              | Markdown         |          8 |          0 |          4 |         12 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Portfolio/Portfolio.module.css                                                                      | CSS              |         60 |          2 |         15 |         77 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Portfolio/Portfolio.test.tsx                                                                        | TypeScript React |          7 |          0 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Portfolio/Portfolio.tsx                                                                             | TypeScript React |        283 |         20 |         40 |        343 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Swap/SWAP.md                                                                                        | Markdown         |          0 |          0 |          1 |          1 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Swap/Swap.module.css                                                                                | CSS              |         16 |         19 |          7 |         42 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Swap/Swap.test.tsx                                                                                  | TypeScript React |         21 |          0 |          4 |         25 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Swap/Swap.tsx                                                                                       | TypeScript React |        420 |         32 |         47 |        499 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Swap/useUrlParams.ts                                                                                | TypeScript       |        128 |         43 |         17 |        188 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/TermsOfService/TermsOfService.module.css                                                            | CSS              |          3 |          0 |          0 |          3 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/TermsOfService/TermsOfService.tsx                                                                   | TypeScript React |         64 |          0 |          4 |         68 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/TestPage/TestPage.module.css                                                                        | CSS              |         15 |         24 |          6 |         45 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/TestPage/TestPage.tsx                                                                               | TypeScript React |         61 |          4 |          6 |         71 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Edit/Edit.module.css                                                                          | CSS              |         11 |          0 |          2 |         13 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Edit/Edit.tsx                                                                                 | TypeScript React |        322 |         32 |         65 |        419 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Limit/LIMIT.md                                                                                | Markdown         |          0 |          0 |          1 |          1 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Limit/Limit.module.css                                                                        | CSS              |          5 |          1 |          1 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Limit/Limit.test.tsx                                                                          | TypeScript React |          7 |          0 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Limit/Limit.tsx                                                                               | TypeScript React |        474 |         26 |         58 |        558 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/PositionDetails.module.css                                                              | CSS              |         12 |          1 |          2 |         15 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/PositionDetails.tsx                                                                     | TypeScript React |         14 |         13 |          2 |         29 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/Range.md                                                                                | Markdown         |          0 |          0 |          1 |          1 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/Range.module.css                                                                        | CSS              |         40 |          2 |          7 |         49 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/Range.test.tsx                                                                          | TypeScript React |         15 |          0 |          5 |         20 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/Range.tsx                                                                               | TypeScript React |      1,009 |         28 |        127 |      1,164 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Range/rangeFunctions.ts                                                                       | TypeScript       |        132 |         19 |         29 |        180 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Reposition/Reposition.module.css                                                              | CSS              |         11 |          0 |          2 |         13 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Reposition/Reposition.tsx                                                                     | TypeScript React |         31 |          1 |          4 |         36 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TRADE.md                                                                                      | Markdown         |          8 |          0 |          4 |         12 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Trade.module.css                                                                              | CSS              |        250 |         41 |         53 |        344 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Trade.test.tsx                                                                                | TypeScript React |          8 |          0 |          3 |         11 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/Trade.tsx                                                                                     | TypeScript React |        491 |         22 |         33 |        546 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeCandleStickChart.css                                                         | CSS              |         59 |          3 |         13 |         75 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeCandleStickChart.tsx                                                         | TypeScript React |        230 |         11 |         34 |        275 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeCharts.module.css                                                            | CSS              |        305 |         39 |         65 |        409 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeCharts.tsx                                                                   | TypeScript React |        541 |         91 |         68 |        700 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeChartsLoading/FeeRateSubChart.tsx                                            | TypeScript React |        131 |          2 |         24 |        157 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeChartsLoading/TradeChartsLoading.module.css                                  | CSS              |        101 |          1 |          8 |        110 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeChartsLoading/TradeChartsLoading.tsx                                         | TypeScript React |         15 |          0 |          1 |         16 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeChartsLoading/TvlSubChart.tsx                                                | TypeScript React |        167 |          2 |         30 |        199 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/TradeCharts/TradeChartsLoading/VolumeSubChart.tsx                                             | TypeScript React |        145 |          3 |         25 |        173 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Trade/useUrlParams.ts                                                                               | TypeScript       |        137 |         37 |         20 |        194 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Transactions/Transaction.tsx                                                                        | TypeScript React |         17 |         10 |          6 |         33 |
| /Users/junioradessu/Documents/ambient-ts-app/src/pages/Transactions/Transactions.tsx                                                                       | TypeScript React |         73 |          0 |         10 |         83 |
| /Users/junioradessu/Documents/ambient-ts-app/src/react-app-env.d.ts                                                                                        | TypeScript       |          3 |          2 |          1 |          6 |
| /Users/junioradessu/Documents/ambient-ts-app/src/reportWebVitals.ts                                                                                        | TypeScript       |         13 |          0 |          3 |         16 |
| /Users/junioradessu/Documents/ambient-ts-app/src/setupTests.ts                                                                                             | TypeScript       |         18 |         28 |         10 |         56 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/application/actions.ts                                                                              | TypeScript       |         20 |         11 |          4 |         35 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/application/hooks.ts                                                                                | TypeScript       |        139 |          7 |         16 |        162 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/application/reducer.ts                                                                              | TypeScript       |         67 |          0 |          5 |         72 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/application/updater.ts                                                                              | TypeScript       |         25 |          1 |          5 |         31 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/global/actions.ts                                                                                   | TypeScript       |          2 |          2 |          2 |          6 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/index.ts                                                                                            | TypeScript       |         25 |          0 |          8 |         33 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/pools/actions.ts                                                                                    | TypeScript       |         33 |          2 |          6 |         41 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/pools/hooks.ts                                                                                      | TypeScript       |        142 |         12 |         19 |        173 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/pools/models.ts                                                                                     | TypeScript       |         56 |          7 |         12 |         75 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/pools/reducer.ts                                                                                    | TypeScript       |         69 |          2 |          4 |         75 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/pools/updater.ts                                                                                    | TypeScript       |         35 |          5 |          8 |         48 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/protocol/actions.ts                                                                                 | TypeScript       |         16 |          1 |          2 |         19 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/protocol/hooks.ts                                                                                   | TypeScript       |         55 |          0 |          6 |         61 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/protocol/models.ts                                                                                  | TypeScript       |         19 |          6 |          6 |         31 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/protocol/reducer.ts                                                                                 | TypeScript       |         44 |          1 |          3 |         48 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/protocol/updater.ts                                                                                 | TypeScript       |         36 |          3 |         10 |         49 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/tokens/actions.ts                                                                                   | TypeScript       |         32 |          6 |          7 |         45 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/tokens/hooks.ts                                                                                     | TypeScript       |        229 |         31 |         27 |        287 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/tokens/models.ts                                                                                    | TypeScript       |         22 |          5 |          7 |         34 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/tokens/reducer.ts                                                                                   | TypeScript       |        113 |          5 |          4 |        122 |
| /Users/junioradessu/Documents/ambient-ts-app/src/state/tokens/updater.ts                                                                                   | TypeScript       |         35 |          5 |          8 |         48 |
| /Users/junioradessu/Documents/ambient-ts-app/src/test-utils.ts                                                                                             | TypeScript       |         11 |          1 |          3 |         15 |
| /Users/junioradessu/Documents/ambient-ts-app/src/types/index.ts                                                                                            | TypeScript       |         43 |          3 |          7 |         53 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/TransactionError.ts                                                                                 | TypeScript       |         31 |         15 |          8 |         54 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/classes/swapParams.ts                                                                               | TypeScript       |         14 |          0 |          2 |         16 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data.ts                                                                                             | TypeScript       |         25 |         12 |          2 |         39 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/ambientTokenList.ts                                                                            | TypeScript       |        128 |          0 |          2 |        130 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/blacklist.ts                                                                                   | TypeScript       |         34 |          0 |          0 |         34 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/chains.ts                                                                                      | TypeScript       |         49 |         10 |          3 |         62 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/defaultTokenLists.ts                                                                           | TypeScript       |          1 |          0 |          1 |          2 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/defaultTokens.ts                                                                               | TypeScript       |        109 |          0 |         11 |        120 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/stablePairs.ts                                                                                 | TypeScript       |         48 |         11 |          7 |         66 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/testTokenMap.ts                                                                                | TypeScript       |         18 |          0 |          1 |         19 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/tokenListSchema.json                                                                           | JSON             |        302 |          0 |          1 |        303 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/tokenListURIs.ts                                                                               | TypeScript       |         12 |          5 |          1 |         18 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/tokenUnicodeCharMap.ts                                                                         | TypeScript       |          7 |          0 |          1 |          8 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/data/truncateDecimals.ts                                                                            | TypeScript       |          3 |          5 |          1 |          9 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/date.ts                                                                                             | TypeScript       |         24 |          0 |          6 |         30 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/authenticateMagic.ts                                                                      | TypeScript       |         17 |          0 |          2 |         19 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/authenticateMetamask.ts                                                                   | TypeScript       |         32 |          2 |          6 |         40 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/calculateRangeLimits.ts                                                                   | TypeScript       |         88 |          0 |         20 |        108 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/calculateSecondaryDepositQty.ts                                                           | TypeScript       |         47 |         12 |          9 |         68 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/getDexSeriesData.ts                                                                       | TypeScript       |         87 |          0 |          7 |         94 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/getDexStats.ts                                                                            | TypeScript       |         14 |          0 |          1 |         15 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/getUnicodeCharacter.ts                                                                    | TypeScript       |          7 |          0 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/printDomToImage.ts                                                                        | TypeScript       |         27 |          7 |          7 |         41 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/processTokens.ts                                                                          | TypeScript       |         20 |          0 |          6 |         26 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/styles.ts                                                                                 | TypeScript       |         23 |         12 |          4 |         39 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/trimString.ts                                                                             | TypeScript       |         12 |         10 |          2 |         24 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/uriToHttp.ts                                                                              | TypeScript       |         32 |         29 |          8 |         69 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/functions/validateTokenList.ts                                                                      | TypeScript       |         14 |          0 |          2 |         16 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/reduxToolkit.ts                                                                               | TypeScript       |          4 |          3 |          3 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useCopyToClipboard.ts                                                                         | TypeScript       |         23 |         17 |         10 |         50 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useLocalStorage.ts                                                                            | TypeScript       |         10 |          7 |          4 |         21 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useOnClickOutside.ts                                                                          | TypeScript       |         23 |          0 |          6 |         29 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useProcessOrder.ts                                                                            | TypeScript       |        209 |         24 |         44 |        277 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useProcessRange.ts                                                                            | TypeScript       |        121 |         12 |         37 |        170 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useProcessTransaction.ts                                                                      | TypeScript       |        198 |         12 |         38 |        248 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useTokenMap.ts                                                                                | TypeScript       |         67 |          7 |          7 |         81 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useUrlParams.ts                                                                               | TypeScript       |          7 |          0 |          2 |          9 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/hooks/useWindowDimensions.ts                                                                        | TypeScript       |         24 |          9 |          4 |         37 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/index.ts                                                                                            | TypeScript       |         52 |          7 |         11 |         70 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/PoolIF.ts                                                                                | TypeScript       |          8 |          0 |          2 |         10 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/PositionIF.ts                                                                            | TypeScript       |         57 |          2 |          1 |         60 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/PositionPoolIF.ts                                                                        | TypeScript       |          6 |          0 |          1 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/SlippageIF.ts                                                                            | TypeScript       |          5 |          0 |          2 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/SlippagePairIF.ts                                                                        | TypeScript       |          5 |          0 |          2 |          7 |
| /Users/junioradessu/Documents/ambient-ts-app/src/utils/interfaces/TokenIF.ts                                                                               | TypeScript       |         18 |          0 |          1 |         19 |
